     timestamp      | duration | description
2025-09-04 07:54:46 |  1.78s   | 🎈No new notices found
2025-09-04 08:55:05 |  1.62s   | 🎈No new notices found
2025-09-04 09:28:05 |  1.57s   | 🎈No new notices found
2025-09-04 09:46:51 |  3.24s   | 🎈No new notices found
2025-09-04 09:57:41 |  5.09s   | 🎈No new notices found
2025-09-04 10:28:26 |  20.05s   | ❌Timeout error fetching webpage: HTTPSConnectionPool(host='www.dhakacollege.edu.bd', port=443): Max retries exceeded with url: /en/notice (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4d4cd6c2e0>, 'Connection to www.dhakacollege.edu.bd timed out. (connect timeout=10)'))
2025-09-04 10:43:55 |  1.10s   | 🎈No new notices found
2025-09-04 10:54:54 |  1.72s   | 🎈No new notices found
2025-09-04 11:17:21 |  1.89s   | 🎈No new notices found
2025-09-04 11:34:06 |  1.61s   | 🎈No new notices found
2025-09-04 11:44:40 |  1.61s   | 🎈No new notices found
2025-09-04 11:55:17 |  20.07s   | ❌Timeout error fetching webpage: HTTPSConnectionPool(host='www.dhakacollege.edu.bd', port=443): Max retries exceeded with url: /en/notice (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7fa10bd88310>, 'Connection to www.dhakacollege.edu.bd timed out. (connect timeout=10)'))
2025-09-04 12:28:58 |  1.63s   | 🎈No new notices found
2025-09-04 12:50:00 |  3.09s   | 🎈No new notices found
2025-09-04 13:08:14 |  1.52s   | 🎈No new notices found
2025-09-04 13:26:47 |  1.55s   | 🎈No new notices found
2025-09-04 13:39:03 |  2.84s   | 🎈No new notices found
2025-09-04 13:50:04 |  3.03s   | 🎈No new notices found
2025-09-04 14:11:25 |  1.69s   | 📢Found 2 new notices --> sent to telegram bot
2025-09-04 14:37:04 |  0.93s   | 🎈No new notices found
2025-09-04 14:52:22 |  1.54s   | 🎈No new notices found
2025-09-04 15:13:56 |  3.24s   | 🎈No new notices found
2025-09-04 15:32:29 |  1.26s   | 🎈No new notices found
2025-09-04 15:43:40 |  1.77s   | 🎈No new notices found
2025-09-04 15:54:37 |  1.83s   | 🎈No new notices found
2025-09-04 16:18:38 |  1.98s   | 🎈No new notices found
2025-09-04 16:37:46 |  1.65s   | 🎈No new notices found
2025-09-04 16:48:50 |  0.88s   | 🎈No new notices found
2025-09-04 16:59:22 |  3.07s   | 🎈No new notices found
2025-09-04 17:21:06 |  1.89s   | 🎈No new notices found
2025-09-04 17:32:51 |  1.31s   | 🎈No new notices found
2025-09-04 17:43:41 |  1.71s   | 🎈No new notices found
2025-09-04 17:54:42 |  1.57s   | 🎈No new notices found
2025-09-04 18:36:30 |  2.07s   | 🎈No new notices found
2025-09-04 19:05:55 |  1.76s   | 🎈No new notices found
2025-09-04 19:34:43 |  1.68s   | 🎈No new notices found
2025-09-04 19:47:00 |  1.78s   | 🎈No new notices found
2025-09-04 19:57:46 |  1.70s   | 🎈No new notices found
2025-09-04 20:24:21 |  0.85s   | 🎈No new notices found
2025-09-04 20:41:43 |  1.30s   | 🎈No new notices found
2025-09-04 20:52:16 |  4.23s   | 🎈No new notices found
2025-09-04 21:13:21 |  1.35s   | 🎈No new notices found
2025-09-04 21:32:51 |  1.83s   | 🎈No new notices found
2025-09-04 21:46:16 |  1.92s   | 🎈No new notices found
2025-09-04 21:56:57 |  1.70s   | 🎈No new notices found
2025-09-04 22:29:42 |  1.85s   | 🎈No new notices found
2025-09-04 22:47:52 |  2.05s   | 🎈No new notices found
2025-09-04 22:58:56 |  1.62s   | 🎈No new notices found
2025-09-04 23:22:23 |  0.92s   | 🎈No new notices found
2025-09-04 23:36:41 |  0.92s   | 🎈No new notices found
2025-09-04 23:47:51 |  2.94s   | 🎈No new notices found
2025-09-04 23:58:22 |  1.08s   | 🎈No new notices found
2025-09-05 00:35:04 |  1.15s   | 🎈No new notices found
2025-09-05 00:50:51 |  2.95s   | 🎈No new notices found
2025-09-05 01:07:56 |  1.72s   | 🎈No new notices found
2025-09-05 01:22:52 |  1.54s   | 🎈No new notices found
2025-09-05 01:35:32 |  2.01s   | 🎈No new notices found
2025-09-05 01:46:34 |  1.55s   | 🎈No new notices found
2025-09-05 01:57:26 |  1.35s   | 🎈No new notices found
2025-09-05 02:25:51 |  1.54s   | 🎈No new notices found
2025-09-05 02:40:01 |  2.20s   | 🎈No new notices found
2025-09-05 02:50:40 |  3.20s   | 🎈No new notices found
2025-09-05 03:08:30 |  1.69s   | 🎈No new notices found
2025-09-05 03:26:34 |  1.67s   | 🎈No new notices found
2025-09-05 03:38:25 |  2.81s   | 🎈No new notices found
2025-09-05 03:49:27 |  2.88s   | 🎈No new notices found
2025-09-05 04:00:08 |  1.60s   | 🎈No new notices found
2025-09-05 04:25:14 |  3.09s   | 🎈No new notices found
2025-09-05 04:39:28 |  2.11s   | 🎈No new notices found
2025-09-05 04:50:30 |  1.58s   | 🎈No new notices found
2025-09-05 05:09:01 |  1.39s   | 🎈No new notices found
2025-09-05 05:26:10 |  1.27s   | 🎈No new notices found
2025-09-05 05:38:27 |  1.82s   | 🎈No new notices found
2025-09-05 05:49:26 |  1.64s   | 🎈No new notices found
2025-09-05 05:59:55 |  1.82s   | 🎈No new notices found
2025-09-05 07:57:33 |  0.95s   | 🎈No new notices found
2025-09-05 09:03:10 |  1.33s   | 🎈No new notices found
2025-09-05 09:36:39 |  1.63s   | 🎈No new notices found
2025-09-05 09:51:20 |  1.76s   | 🎈No new notices found
2025-09-05 10:13:54 |  1.89s   | 🎈No new notices found
2025-09-05 10:36:33 |  1.89s   | 🎈No new notices found
2025-09-05 10:48:32 |  2.75s   | 🎈No new notices found
2025-09-05 10:59:33 |  0.97s   | 🎈No new notices found
2025-09-05 11:25:36 |  1.22s   | 🎈No new notices found
2025-09-05 11:40:01 |  1.44s   | 🎈No new notices found
2025-09-05 11:50:25 |  1.79s   | 🎈No new notices found
2025-09-05 12:14:30 |  1.52s   | 🎈No new notices found
2025-09-05 12:43:36 |  1.64s   | 🎈No new notices found
2025-09-05 12:55:31 |  1.15s   | 🎈No new notices found
2025-09-05 13:19:20 |  1.67s   | 🎈No new notices found
2025-09-05 13:31:26 |  4.44s   | 🎈No new notices found
2025-09-05 13:42:39 |  1.96s   | 🎈No new notices found
2025-09-05 13:53:30 |  1.74s   | 🎈No new notices found
2025-09-05 14:20:13 |  2.95s   | 🎈No new notices found
2025-09-05 14:41:44 |  1.26s   | 🎈No new notices found
2025-09-05 14:54:12 |  1.73s   | 🎈No new notices found
2025-09-05 15:18:09 |  1.75s   | 🎈No new notices found
2025-09-05 15:34:26 |  2.32s   | 🎈No new notices found
2025-09-05 15:45:35 |  1.74s   | 🎈No new notices found
2025-09-05 15:56:38 |  6.94s   | 🎈No new notices found
2025-09-05 16:23:41 |  1.75s   | 🎈No new notices found
2025-09-05 16:40:40 |  1.78s   | 🎈No new notices found
2025-09-05 16:51:31 |  1.43s   | 🎈No new notices found
2025-09-05 17:09:13 |  0.92s   | 🎈No new notices found
2025-09-05 17:25:17 |  2.10s   | 🎈No new notices found
2025-09-05 17:37:38 |  1.59s   | 🎈No new notices found
2025-09-05 17:48:54 |  1.15s   | 🎈No new notices found
2025-09-05 17:59:36 |  1.99s   | 🎈No new notices found
2025-09-05 18:52:13 |  2.00s   | 🎈No new notices found
2025-09-05 19:21:32 |  2.20s   | 🎈No new notices found
2025-09-05 19:40:55 |  1.19s   | 🎈No new notices found
2025-09-05 19:51:39 |  1.20s   | 🎈No new notices found
2025-09-05 20:11:05 |  1.74s   | 🎈No new notices found
2025-09-05 20:32:19 |  1.42s   | 🎈No new notices found
2025-09-05 20:45:19 |  1.42s   | 🎈No new notices found
2025-09-05 20:56:20 |  1.68s   | 🎈No new notices found
2025-09-05 21:22:18 |  1.75s   | 🎈No new notices found
2025-09-05 21:35:51 |  2.20s   | 🎈No new notices found
2025-09-05 21:46:27 |  1.50s   | 🎈No new notices found
2025-09-05 21:56:57 |  1.46s   | 🎈No new notices found
2025-09-05 22:26:12 |  1.69s   | 🎈No new notices found
2025-09-05 22:43:59 |  1.38s   | 🎈No new notices found
2025-09-05 22:54:25 |  3.04s   | 🎈No new notices found
2025-09-05 23:15:12 |  1.82s   | 🎈No new notices found
2025-09-05 23:31:46 |  1.76s   | 🎈No new notices found
2025-09-05 23:42:57 |  1.62s   | 🎈No new notices found
2025-09-05 23:54:03 |  1.07s   | 🎈No new notices found
2025-09-06 00:21:43 |  1.46s   | 🎈No new notices found
2025-09-06 00:43:17 |  1.60s   | 🎈No new notices found
2025-09-06 00:54:18 |  0.91s   | 🎈No new notices found
2025-09-06 01:13:40 |  0.97s   | 🎈No new notices found
2025-09-06 01:26:45 |  2.03s   | 🎈No new notices found
2025-09-06 01:38:56 |  1.60s   | 🎈No new notices found
2025-09-06 01:49:56 |  1.38s   | 🎈No new notices found
2025-09-06 02:08:45 |  5.29s   | 🎈No new notices found
2025-09-06 02:30:50 |  1.61s   | 🎈No new notices found
2025-09-06 02:43:47 |  1.38s   | 🎈No new notices found
2025-09-06 02:54:32 |  1.88s   | 🎈No new notices found
2025-09-06 03:15:24 |  2.92s   | 🎈No new notices found
2025-09-06 03:29:16 |  2.86s   | 🎈No new notices found
2025-09-06 03:40:52 |  4.58s   | 🎈No new notices found
2025-09-06 03:51:57 |  1.75s   | 🎈No new notices found
2025-09-06 04:11:19 |  1.98s   | 🎈No new notices found
2025-09-06 04:30:40 |  1.93s   | 🎈No new notices found
2025-09-06 04:41:35 |  2.80s   | 🎈No new notices found
2025-09-06 04:52:33 |  1.53s   | 🎈No new notices found
2025-09-06 05:12:23 |  2.10s   | 🎈No new notices found
2025-09-06 05:27:56 |  1.74s   | 🎈No new notices found
2025-09-06 05:40:28 |  4.59s   | 🎈No new notices found
2025-09-06 05:51:16 |  3.08s   | 🎈No new notices found
2025-09-06 06:49:59 |  2.07s   | 🎈No new notices found
2025-09-06 08:11:51 |  1.70s   | 🎈No new notices found
2025-09-06 09:03:29 |  1.36s   | 🎈No new notices found
2025-09-06 09:34:01 |  2.92s   | 🎈No new notices found
2025-09-06 09:47:16 |  1.62s   | 🎈No new notices found
2025-09-06 09:57:46 |  1.79s   | 🎈No new notices found
2025-09-06 10:28:09 |  2.91s   | 🎈No new notices found
2025-09-06 10:42:26 |  2.06s   | 🎈No new notices found
2025-09-06 10:53:20 |  1.59s   | 🎈No new notices found
2025-09-06 11:13:25 |  1.33s   | 🎈No new notices found
2025-09-06 11:31:04 |  1.34s   | 🎈No new notices found
2025-09-06 11:42:11 |  0.92s   | 🎈No new notices found
2025-09-06 11:53:10 |  1.31s   | 🎈No new notices found
2025-09-06 12:19:19 |  1.53s   | 🎈No new notices found
2025-09-06 12:40:55 |  1.58s   | 🎈No new notices found
2025-09-06 12:51:54 |  1.92s   | 🎈No new notices found
2025-09-06 13:10:42 |  4.72s   | 🎈No new notices found
2025-09-06 13:25:31 |  1.95s   | 🎈No new notices found
2025-09-06 13:37:32 |  1.80s   | 🎈No new notices found
2025-09-06 13:48:34 |  0.85s   | 🎈No new notices found
2025-09-06 13:59:02 |  3.11s   | 🎈No new notices found
2025-09-06 14:28:50 |  1.90s   | 🎈No new notices found
2025-09-06 14:43:27 |  0.97s   | 🎈No new notices found
2025-09-06 14:54:11 |  2.08s   | 🎈No new notices found
2025-09-06 15:14:56 |  1.49s   | 🎈No new notices found
2025-09-06 15:29:00 |  1.56s   | 🎈No new notices found
2025-09-06 15:40:02 |  1.51s   | 🎈No new notices found
2025-09-06 15:51:06 |  1.19s   | 🎈No new notices found
2025-09-06 16:09:08 |  1.65s   | 🎈No new notices found
2025-09-06 16:29:54 |  1.83s   | 🎈No new notices found
2025-09-06 16:41:10 |  1.57s   | 🎈No new notices found
2025-09-06 16:51:54 |  1.51s   | 🎈No new notices found
2025-09-06 17:08:33 |  2.81s   | 📢Found 1 new notices --> sent to telegram bot
2025-09-06 17:22:29 |  1.27s   | 🎈No new notices found
2025-09-06 17:34:52 |  1.58s   | 🎈No new notices found
2025-09-06 17:45:41 |  1.82s   | 🎈No new notices found
2025-09-06 17:56:14 |  1.75s   | 🎈No new notices found
2025-09-06 18:38:27 |  1.58s   | 🎈No new notices found
2025-09-06 19:01:30 |  2.21s   | 🎈No new notices found
2025-09-06 19:26:06 |  1.41s   | 🎈No new notices found
2025-09-06 19:37:27 |  2.07s   | 🎈No new notices found
2025-09-06 19:48:08 |  1.94s   | 🎈No new notices found
2025-09-06 19:58:37 |  1.26s   | 🎈No new notices found
2025-09-06 20:21:13 |  1.60s   | 🎈No new notices found
2025-09-06 20:33:30 |  1.60s   | 🎈No new notices found
2025-09-06 20:44:25 |  0.88s   | 🎈No new notices found
2025-09-06 20:55:20 |  1.81s   | 🎈No new notices found
2025-09-06 21:16:46 |  1.32s   | 🎈No new notices found
2025-09-06 21:29:00 |  1.45s   | 🎈No new notices found
2025-09-06 21:40:00 |  1.63s   | 🎈No new notices found
2025-09-06 21:50:50 |  1.49s   | 🎈No new notices found
2025-09-06 22:10:12 |  2.14s   | 🎈No new notices found
2025-09-06 22:32:39 |  1.46s   | 🎈No new notices found
2025-09-06 22:45:02 |  1.63s   | 🎈No new notices found
2025-09-06 22:56:00 |  1.18s   | 🎈No new notices found
2025-09-06 23:15:46 |  4.64s   | ❌Network error fetching webpage: 500 Server Error: Internal Server Error for url: https://www.dhakacollege.edu.bd/en/notice
2025-09-06 23:29:13 |  1.53s   | 🎈No new notices found
2025-09-06 23:40:10 |  3.01s   | 🎈No new notices found
2025-09-06 23:51:10 |  1.59s   | 🎈No new notices found
2025-09-07 00:12:31 |  0.95s   | 🎈No new notices found
2025-09-07 00:36:02 |  1.33s   | 🎈No new notices found
2025-09-07 00:47:30 |  2.02s   | 🎈No new notices found
2025-09-07 00:58:04 |  1.57s   | 🎈No new notices found
2025-09-07 01:17:25 |  0.83s   | 🎈No new notices found
2025-09-07 01:28:17 |  1.62s   | 🎈No new notices found
2025-09-07 01:38:51 |  1.53s   | 🎈No new notices found
2025-09-07 01:49:54 |  1.64s   | 🎈No new notices found
2025-09-07 02:01:08 |  1.16s   | 🎈No new notices found
2025-09-07 02:25:08 |  1.65s   | 🎈No new notices found
2025-09-07 02:37:01 |  1.22s   | 🎈No new notices found
2025-09-07 02:48:08 |  1.79s   | 🎈No new notices found
2025-09-07 02:58:46 |  1.57s   | 🎈No new notices found
2025-09-07 03:20:06 |  3.12s   | 🎈No new notices found
2025-09-07 03:31:18 |  1.67s   | 🎈No new notices found
2025-09-07 03:42:09 |  1.50s   | 🎈No new notices found
2025-09-07 03:53:07 |  1.59s   | 🎈No new notices found
2025-09-07 04:12:48 |  1.79s   | 🎈No new notices found
2025-09-07 04:30:02 |  1.51s   | 🎈No new notices found
2025-09-07 04:41:07 |  3.30s   | 🎈No new notices found
2025-09-07 04:51:36 |  2.04s   | 🎈No new notices found
2025-09-07 05:09:49 |  1.84s   | 🎈No new notices found
2025-09-07 05:25:30 |  2.85s   | 🎈No new notices found
2025-09-07 05:37:27 |  1.94s   | 🎈No new notices found
2025-09-07 05:47:59 |  1.55s   | 🎈No new notices found
2025-09-07 05:59:04 |  1.59s   | 🎈No new notices found
2025-09-07 08:03:10 |  1.11s   | 🎈No new notices found
2025-09-07 09:08:24 |  1.62s   | 🎈No new notices found
2025-09-07 09:40:54 |  1.77s   | 🎈No new notices found
2025-09-07 09:53:16 |  1.58s   | 🎈No new notices found
2025-09-07 10:17:21 |  1.49s   | 🎈No new notices found
2025-09-07 10:36:43 |  1.83s   | 🎈No new notices found
2025-09-07 10:47:42 |  1.13s   | 🎈No new notices found
2025-09-07 10:58:14 |  2.00s   | 📢Found 1 new notices --> sent to telegram bot
2025-09-07 11:23:01 |  2.32s   | 🎈No new notices found
2025-09-07 11:36:38 |  1.52s   | 🎈No new notices found
2025-09-07 11:47:44 |  1.06s   | 🎈No new notices found
2025-09-07 11:58:27 |  1.07s   | 🎈No new notices found
2025-09-07 12:33:28 |  3.04s   | 🎈No new notices found
2025-09-07 12:48:04 |  1.19s   | 🎈No new notices found
2025-09-07 12:58:48 |  0.95s   | 🎈No new notices found
2025-09-07 13:21:23 |  1.45s   | 🎈No new notices found
2025-09-07 13:33:26 |  1.44s   | 🎈No new notices found
2025-09-07 13:44:28 |  1.57s   | 🎈No new notices found
2025-09-07 13:54:54 |  1.83s   | 🎈No new notices found
2025-09-07 14:20:32 |  1.34s   | 🎈No new notices found
2025-09-07 14:37:08 |  1.46s   | 🎈No new notices found
2025-09-07 14:47:47 |  1.59s   | 🎈No new notices found
2025-09-07 14:58:40 |  2.84s   | 🎈No new notices found
2025-09-07 15:22:27 |  1.61s   | 🎈No new notices found
2025-09-07 15:34:18 |  0.92s   | 🎈No new notices found
2025-09-07 15:44:47 |  1.30s   | 🎈No new notices found
2025-09-07 15:55:14 |  1.55s   | 🎈No new notices found
2025-09-07 16:18:03 |  4.58s   | 🎈No new notices found
2025-09-07 16:34:14 |  0.90s   | 🎈No new notices found
2025-09-07 16:45:22 |  1.53s   | 🎈No new notices found
2025-09-07 16:56:10 |  0.90s   | 🎈No new notices found
2025-09-07 17:15:42 |  0.85s   | 🎈No new notices found
2025-09-07 17:26:59 |  1.43s   | 🎈No new notices found
2025-09-07 17:38:45 |  1.18s   | 🎈No new notices found
2025-09-07 17:49:28 |  1.41s   | 🎈No new notices found
2025-09-07 18:00:23 |  1.56s   | 🎈No new notices found
2025-09-07 18:47:47 |  0.93s   | 🎈No new notices found
2025-09-07 19:11:49 |  1.74s   | 🎈No new notices found
2025-09-07 19:30:23 |  1.43s   | 🎈No new notices found
2025-09-07 19:41:31 |  1.40s   | 🎈No new notices found
2025-09-07 19:52:22 |  1.10s   | 🎈No new notices found
2025-09-07 20:10:39 |  1.39s   | 🎈No new notices found
2025-09-07 20:28:19 |  1.62s   | 🎈No new notices found
2025-09-07 20:40:19 |  1.40s   | 🎈No new notices found
2025-09-07 20:51:19 |  1.37s   | 🎈No new notices found
2025-09-07 21:08:59 |  1.30s   | 🎈No new notices found
2025-09-07 21:26:16 |  1.06s   | 🎈No new notices found
2025-09-07 21:37:52 |  1.19s   | 🎈No new notices found
2025-09-07 21:48:43 |  1.56s   | 🎈No new notices found
2025-09-07 21:59:13 |  1.39s   | 🎈No new notices found
2025-09-07 22:27:41 |  1.41s   | 🎈No new notices found
2025-09-07 22:42:14 |  1.12s   | 🎈No new notices found
2025-09-07 22:53:05 |  3.04s   | 🎈No new notices found
2025-09-07 23:10:46 |  1.20s   | 🎈No new notices found
2025-09-07 23:27:10 |  2.85s   | 🎈No new notices found
2025-09-07 23:38:39 |  1.14s   | 🎈No new notices found
2025-09-07 23:49:38 |  1.76s   | 🎈No new notices found
2025-09-08 00:00:10 |  1.28s   | 🎈No new notices found
2025-09-08 00:32:13 |  1.04s   | 🎈No new notices found
2025-09-08 00:45:55 |  1.07s   | 🎈No new notices found
2025-09-08 00:56:56 |  1.85s   | 🎈No new notices found
2025-09-08 01:16:13 |  2.00s   | 🎈No new notices found
2025-09-08 01:26:49 |  1.32s   | 🎈No new notices found
2025-09-08 01:38:21 |  1.17s   | 🎈No new notices found
2025-09-08 01:49:22 |  2.82s   | 🎈No new notices found
2025-09-08 02:00:15 |  1.71s   | 🎈No new notices found
2025-09-08 02:25:19 |  1.67s   | 🎈No new notices found
2025-09-08 02:37:49 |  1.95s   | 🎈No new notices found
2025-09-08 02:48:46 |  3.10s   | 🎈No new notices found
2025-09-08 02:59:48 |  2.88s   | 🎈No new notices found
2025-09-08 03:21:00 |  1.33s   | 🎈No new notices found
2025-09-08 03:32:48 |  4.85s   | 🎈No new notices found
2025-09-08 03:43:30 |  1.80s   | 🎈No new notices found
2025-09-08 03:54:01 |  1.77s   | 🎈No new notices found
2025-09-08 04:14:15 |  1.70s   | 🎈No new notices found
2025-09-08 04:31:20 |  1.88s   | 🎈No new notices found
2025-09-08 04:42:13 |  1.92s   | 🎈No new notices found
2025-09-08 04:53:13 |  1.59s   | 🎈No new notices found
2025-09-08 05:12:57 |  2.94s   | 🎈No new notices found
2025-09-08 05:27:29 |  3.00s   | 🎈No new notices found
2025-09-08 05:40:01 |  2.05s   | 🎈No new notices found
2025-09-08 05:50:54 |  1.58s   | 🎈No new notices found
2025-09-08 06:51:45 |  1.64s   | 🎈No new notices found
2025-09-08 08:24:20 |  1.10s   | 🎈No new notices found
2025-09-08 09:26:52 |  2.26s   | 🎈No new notices found
2025-09-08 09:51:58 |  2.89s   | 🎈No new notices found
2025-09-08 10:15:37 |  0.82s   | 🎈No new notices found
2025-09-08 10:38:47 |  1.29s   | 🎈No new notices found
2025-09-08 10:51:07 |  1.49s   | 🎈No new notices found
2025-09-08 11:11:30 |  1.41s   | 🎈No new notices found
2025-09-08 11:32:29 |  1.72s   | 🎈No new notices found
2025-09-08 11:44:28 |  1.09s   | 🎈No new notices found
2025-09-08 11:54:51 |  1.81s   | 🎈No new notices found
2025-09-08 12:29:54 |  1.30s   | 🎈No new notices found
2025-09-08 12:52:28 |  1.68s   | 🎈No new notices found
2025-09-08 13:14:11 |  1.59s   | 🎈No new notices found
2025-09-08 13:31:08 |  1.52s   | 🎈No new notices found
2025-09-08 13:42:37 |  1.30s   | 🎈No new notices found
2025-09-08 13:53:02 |  0.91s   | 🎈No new notices found
2025-09-08 14:21:36 |  1.70s   | 🎈No new notices found
2025-09-08 14:45:15 |  1.75s   | 🎈No new notices found
2025-09-08 14:57:36 |  2.19s   | 🎈No new notices found
2025-09-08 15:29:20 |  1.82s   | 🎈No new notices found
2025-09-08 15:45:02 |  1.85s   | 🎈No new notices found
2025-09-08 15:56:09 |  1.72s   | 🎈No new notices found
2025-09-08 16:24:01 |  1.49s   | 🎈No new notices found
2025-09-08 16:42:56 |  1.66s   | 🎈No new notices found
2025-09-08 16:54:01 |  1.42s   | 🎈No new notices found
2025-09-08 17:13:50 |  1.64s   | 🎈No new notices found
2025-09-08 17:27:57 |  1.24s   | 🎈No new notices found
2025-09-08 17:40:50 |  1.87s   | 🎈No new notices found
2025-09-08 17:51:46 |  1.32s   | 🎈No new notices found
2025-09-08 18:25:24 |  1.03s   | 🎈No new notices found
2025-09-08 19:06:09 |  1.18s   | 🎈No new notices found
2025-09-08 19:38:31 |  1.56s   | 🎈No new notices found
2025-09-08 19:51:31 |  1.78s   | 🎈No new notices found
2025-09-08 20:12:03 |  1.41s   | 🎈No new notices found
2025-09-08 20:36:52 |  1.46s   | 🎈No new notices found
2025-09-08 20:50:34 |  1.82s   | 🎈No new notices found
2025-09-08 21:08:30 |  3.13s   | 🎈No new notices found
2025-09-08 21:31:28 |  2.00s   | 🎈No new notices found
2025-09-08 21:44:54 |  1.38s   | 🎈No new notices found
2025-09-08 21:56:00 |  1.10s   | 🎈No new notices found
2025-09-08 22:26:42 |  1.48s   | 🎈No new notices found
2025-09-08 22:46:46 |  1.51s   | 🎈No new notices found
2025-09-08 22:57:19 |  1.16s   | 🎈No new notices found
2025-09-08 23:20:58 |  1.71s   | 🎈No new notices found
2025-09-08 23:37:10 |  1.53s   | 🎈No new notices found
2025-09-08 23:47:42 |  1.84s   | 🎈No new notices found
2025-09-08 23:58:44 |  1.24s   | 🎈No new notices found
2025-09-09 00:35:50 |  1.16s   | 🎈No new notices found
2025-09-09 00:51:19 |  1.56s   | 🎈No new notices found
2025-09-09 01:09:21 |  1.97s   | 🎈No new notices found
2025-09-09 01:25:08 |  1.41s   | 🎈No new notices found
2025-09-09 01:37:51 |  3.38s   | 🎈No new notices found
2025-09-09 01:48:44 |  1.62s   | 🎈No new notices found
2025-09-09 01:59:29 |  1.54s   | 🎈No new notices found
2025-09-09 02:28:24 |  2.86s   | 🎈No new notices found
2025-09-09 02:43:26 |  2.43s   | 🎈No new notices found
2025-09-09 02:54:30 |  2.94s   | 🎈No new notices found
2025-09-09 03:15:55 |  2.60s   | 🎈No new notices found
2025-09-09 03:30:07 |  4.74s   | 🎈No new notices found
2025-09-09 03:41:40 |  1.70s   | 🎈No new notices found
2025-09-09 03:52:37 |  1.57s   | 🎈No new notices found
2025-09-09 04:12:58 |  1.98s   | 🎈No new notices found
2025-09-09 04:32:29 |  1.84s   | 🎈No new notices found
2025-09-09 04:43:23 |  1.65s   | 🎈No new notices found
2025-09-09 04:54:21 |  1.70s   | 🎈No new notices found
2025-09-09 05:16:29 |  1.71s   | 🎈No new notices found
2025-09-09 05:30:28 |  2.89s   | 🎈No new notices found
2025-09-09 05:42:13 |  5.03s   | 🎈No new notices found
2025-09-09 05:53:07 |  1.23s   | 🎈No new notices found
2025-09-09 07:09:21 |  3.03s   | 🎈No new notices found
2025-09-09 08:40:12 |  3.19s   | 🎈No new notices found
2025-09-09 09:24:03 |  1.83s   | 🎈No new notices found
2025-09-09 09:47:41 |  1.68s   | 🎈No new notices found
2025-09-09 09:58:16 |  1.73s   | 🎈No new notices found
2025-09-09 10:30:04 |  0.87s   | 🎈No new notices found
2025-09-09 10:45:30 |  1.87s   | 🎈No new notices found
2025-09-09 10:56:27 |  2.80s   | 🎈No new notices found
2025-09-09 11:21:27 |  2.86s   | 🎈No new notices found
2025-09-09 11:38:09 |  1.22s   | 🎈No new notices found
2025-09-09 11:49:15 |  1.70s   | 🎈No new notices found
2025-09-09 11:59:40 |  1.09s   | 🎈No new notices found
2025-09-09 12:38:51 |  1.41s   | 🎈No new notices found
2025-09-09 12:54:36 |  4.42s   | 🎈No new notices found
2025-09-09 13:17:35 |  1.35s   | 🎈No new notices found
2025-09-09 13:32:19 |  1.69s   | 🎈No new notices found
2025-09-09 13:43:35 |  1.15s   | 🎈No new notices found
2025-09-09 13:54:39 |  1.00s   | 🎈No new notices found
2025-09-09 14:25:32 |  1.37s   | 🎈No new notices found
2025-09-09 14:47:21 |  1.57s   | 🎈No new notices found
2025-09-09 14:57:59 |  2.95s   | 🎈No new notices found
2025-09-09 15:28:26 |  3.12s   | 🎈No new notices found
2025-09-09 15:43:16 |  3.33s   | 🎈No new notices found
2025-09-09 15:54:03 |  1.74s   | 🎈No new notices found
2025-09-09 16:18:14 |  1.83s   | 🎈No new notices found
2025-09-09 16:39:36 |  3.38s   | 🎈No new notices found
2025-09-09 16:50:46 |  1.87s   | 🎈No new notices found
2025-09-09 17:08:50 |  0.85s   | 🎈No new notices found
2025-09-09 17:26:21 |  0.94s   | 🎈No new notices found
2025-09-09 17:39:00 |  1.61s   | 🎈No new notices found
2025-09-09 17:50:09 |  1.35s   | 🎈No new notices found
2025-09-09 18:17:54 |  1.26s   | 🎈No new notices found
2025-09-09 19:02:51 |  8.30s   | 📢Found 1 new notices --> sent to telegram bot
2025-09-09 19:38:33 |  2.49s   | 📢Found 2 new notices --> sent to telegram bot
2025-09-09 19:53:01 |  1.51s   | 🎈No new notices found
2025-09-09 20:13:05 |  2.27s   | 🎈No new notices found
2025-09-09 20:34:36 |  1.65s   | 🎈No new notices found
2025-09-09 20:48:08 |  1.70s   | 🎈No new notices found
2025-09-09 20:58:51 |  1.59s   | 🎈No new notices found
2025-09-09 21:28:38 |  2.40s   | 🎈No new notices found
2025-09-09 21:44:30 |  1.00s   | 🎈No new notices found
2025-09-09 21:55:33 |  3.15s   | 🎈No new notices found
2025-09-09 22:26:14 |  1.25s   | 🎈No new notices found
2025-09-09 22:47:32 |  0.97s   | 🎈No new notices found
2025-09-09 22:58:11 |  1.86s   | 🎈No new notices found
2025-09-09 23:22:25 |  1.20s   | 🎈No new notices found
2025-09-09 23:35:23 |  1.55s   | 🎈No new notices found
2025-09-09 23:46:24 |  1.24s   | 🎈No new notices found
2025-09-09 23:57:17 |  1.71s   | 🎈No new notices found
2025-09-10 00:31:44 |  1.67s   | 🎈No new notices found
2025-09-10 00:47:01 |  1.58s   | 🎈No new notices found
